Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
32,"V Maljkovic, P Martini","Implicit short-term memory and event frequency effects in visual search",2005,"Vision Research","Pergamon-Elsevier Science Ltd","","",207,"2018-11-02","Article","10.1016/j.visres.2005.05.019","0042-6989","",45,21,2831,2846,32,2.46,16,2,13
32,"Fumin Shen, Wei Liu, Shaoting Zhang, Yang Yang, Heng Tao Shen","Learning Binary Codes for Maximum Inner Product Search",2015,"2015 Ieee International Conference On Computer Vision (Iccv)","Ieee","","",208,"2018-11-02","Proceedings Paper","10.1109/ICCV.2015.472","1550-5499","",,,4148,4156,32,10.67,6,5,3
32,"Thang Trung Nguyen, Dieu Ngoc Vo, Anh Viet Truong","Cuckoo search algorithm for short-term hydrothermal scheduling",2014,"Applied Energy","Elsevier Sci Ltd","","",209,"2018-11-02","Article","10.1016/j.apenergy.2014.07.017","0306-2619","",132,,276,287,32,8.00,11,3,4
28,"Zhangjie Fu, Xingming Sun, Nigel Linge, Lu Zhou","Achieving Effective Cloud Search Services: Multi-keyword Ranked Search over Encrypted Cloud Data Supporting Synonym Query",2014,"Ieee Transactions On Consumer Electronics","Ieee-Inst Electrical Electronics Engineers Inc","","",210,"2018-11-02","Article","10.1109/TCE.2014.6780939","0098-3063","",60,1,164,172,28,7.00,7,4,4
31,"A. K. Al-Othman, Nabil A. Ahmed, M. E. AlSharidah, Hanan A. AlMekhaizim","A hybrid real coded genetic algorithm - Pattern search approach for selective harmonic elimination of PWM AC/AC voltage controller",2013,"International Journal Of Electrical Power & Energy Systems","Elsevier Sci Ltd","","",211,"2018-11-02","Article","10.1016/j.ijepes.2012.07.034","0142-0615","",44,1,123,133,31,6.20,8,4,5
32,"Christopher J. Dy, Samuel A. Taylor, Ronak M. Patel, Alison Kitay, Timothy R. Roberts, Aaron Daluiski","The Effect of Search Term on the Quality and Accuracy of Online Information Regarding Distal Radius Fractures",2012,"Journal Of Hand Surgery-American Volume","W B Saunders Co-Elsevier Inc","","",212,"2018-11-02","Article","10.1016/j.jhsa.2012.05.021","0363-5023","",37,9,1881,1887,32,5.33,5,6,6
30,"DC Tulpan, HH Hoos","Hybrid randomised neighbourhoods improve stochastic local search for DNA code design",2003,"Advances In Artificial Intelligence, Proceedings","Springer-Verlag Berlin","","",213,"2018-11-02","Article","","0302-9743","",2671,,418,433,30,2.00,15,2,15
32,"Hao Lin, Hui Ding, Feng-Biao Guo, Jian Huang","Prediction of subcellular location of mycobacterial protein using feature selection techniques",2010,"Molecular Diversity","Springer","","",214,"2018-11-02","Article","10.1007/s11030-009-9205-1","1381-1991","",14,4,667,671,32,4.00,8,4,8
31,"Amy Parkinson, Laura Condon, Stephen R. Jackson","Parietal cortex coding of limb posture: In search of the body-schema",2010,"Neuropsychologia","Pergamon-Elsevier Science Ltd","","",215,"2018-11-02","Article","10.1016/j.neuropsychologia.2010.06.039","0028-3932","",48,11,3228,3234,31,3.88,10,3,8
29,"Quan Gu, Yong-Sheng Ding, Xiao-Ying Jiang, Tong-Liang Zhang","Prediction of subcellular location apoptosis proteins with ensemble classifier and feature selection",2010,"Amino Acids","Springer Wien","","",216,"2018-11-02","Article","10.1007/s00726-008-0209-4","0939-4451","",38,4,975,983,29,3.63,7,4,8
28,"Donald Metzler, Rosie Jones, Fuchun Peng, Ruiqiang Zhang","Improving Search Relevance for Implicitly Temporal Queries",2009,"Proceedings 32nd Annual International Acm Sigir Conference On Research And Development In Information Retrieval","Assoc Computing Machinery","","",217,"2018-11-02","Proceedings Paper","10.1145/1571941.1572085","","",,,700,701,28,3.11,7,4,9
32,"D Molina, F Herrera, M Lozano","Adaptive local search parameters for real-coded memetic algorithms",2005,"2005 Ieee Congress On Evolutionary Computation, Vols 1-3, Proceedings","Ieee","","",218,"2018-11-02","Proceedings Paper","","","",,,888,895,32,2.46,11,3,13
29,"M. C. Diaz-Galiano, M. T. Martin-Valdivia, L. A. Urena-Lopez","Query expansion with a medical ontology to improve a multimodal information retrieval system",2009,"Computers In Biology And Medicine","Pergamon-Elsevier Science Ltd","","",219,"2018-11-02","Article","10.1016/j.compbiomed.2009.01.012","0010-4825","",39,4,396,403,29,3.22,10,3,9
32,"J Greenberg","Automatic query expansion via lexical-semantic relationships",2001,"Journal Of The American Society For Information Science And Technology","John Wiley & Sons Inc","","",220,"2018-11-02","Article","10.1002/1532-2890(2001)9999:9999<::AID-ASI1089>3.3.CO;2-B","1532-2882","",52,5,402,415,32,1.88,32,1,17
29,"HR Park, BJ Kang","On the performance of a maximum-likelihood code-acquisition technique for preamble search in a CDMA reverse link",1998,"Ieee Transactions On Vehicular Technology","Ieee-Inst Electrical Electronics Engineers Inc","","",221,"2018-11-02","Article","10.1109/25.661033","0018-9545","",47,1,65,74,29,1.45,15,2,20
27,"Razib M. Othman, Safaai Deris, Rosh M. Illias","A genetic similarity algorithm for searching the Gene Ontology terms and annotating anonymous protein sequences",2008,"Journal Of Biomedical Informatics","Academic Press Inc Elsevier Science","","",222,"2018-11-02","Article","10.1016/j.jbi.2007.05.010","1532-0464","",41,1,65,81,27,2.70,9,3,10
31,"Charles J. David, James L. Manley","The search for alternative splicing regulators: new approaches offer a path to a splicing code",2008,"Genes & Development","Cold Spring Harbor Lab Press, Publications Dept","","",223,"2018-11-02","Article","10.1101/gad.1643108","0890-9369","",22,3,279,285,31,3.10,16,2,10
30,"Qi Zhou, Chong Wang, Miao Xiong, Haofen Wang, Yong Yu","SPARK: Adapting keyword query to semantic search",2007,"Semantic Web, Proceedings","Springer-Verlag Berlin","","",224,"2018-11-02","Proceedings Paper","","0302-9743","",4825,,694,,30,2.73,6,5,11
27,"Heikki Pitkanen, Mikko Kiirikki, Oleg P. Savchuk, Antti Raike, Paivi Korpinen, Fredrik Wulff","Searching efficient protection strategies for the eutrophied Gulf of Finland: The combined use of 1D and 3D modeling in assessing long-term state scenarios with high spatial resolution",2007,"Ambio","Royal Swedish Acad Sciences","","",225,"2018-11-02","Article","10.1579/0044-7447(2007)36[272:SEPSFT]2.0.CO;2","0044-7447","",36,2,272,279,27,2.45,5,6,11
29,"Hossein Javedani Sadaei, Rasul Enayatifar, Abdul Hanan Abdullah, Abdullah Gani","Short-term load forecasting using a hybrid model with a refined exponentially weighted fuzzy time series and an improved harmony search",2014,"International Journal Of Electrical Power & Energy Systems","Elsevier Sci Ltd","","",226,"2018-11-02","Article","10.1016/j.ijepes.2014.04.026","0142-0615","",62,,118,129,29,7.25,7,4,4
31,"Elad Yom-Tov, Evgeniy Gabrilovich","Postmarket Drug Surveillance Without Trial Costs: Discovery of Adverse Drug Reactions Through Large-Scale Analysis of Web Search Queries",2013,"Journal Of Medical Internet Research","Jmir Publications, Inc","","",227,"2018-11-02","Article","10.2196/jmir.2614","1438-8871","",15,6,,,31,6.20,16,2,5
30,"Yu-Gang Jiang, Jun Wang, Xiangyang Xue, Shih-Fu Chang","Query-Adaptive Image Search With Hash Codes",2013,"Ieee Transactions On Multimedia","Ieee-Inst Electrical Electronics Engineers Inc","","",228,"2018-11-02","Article","10.1109/TMM.2012.2231061","1520-9210","",15,2,442,453,30,6.00,8,4,5
30,"John W. Ayers, Kurt Ribisl, John S. Brownstein","Using Search Query Surveillance to Monitor Tax Avoidance and Smoking Cessation following the United States' 2009 ""SCHIP"" Cigarette Tax Increase",2011,"Plos One","Public Library Science","","",229,"2018-11-02","Article","10.1371/journal.pone.0016777","1932-6203","",6,3,,,30,4.29,10,3,7
28,"JS Pan, ZM Lu, SH Sun","Fast codeword search algorithm for image coding based on mean-variance pyramids of codewords",2000,"Electronics Letters","Iee-Inst Elec Eng","","",230,"2018-11-02","Article","10.1049/el:20000237","0013-5194","",36,3,210,211,28,1.56,9,3,18
31,"Zhiguo Gong, Maybin Muyeba, Jingzhi Guo","Business information query expansion through semantic network",2010,"Enterprise Information Systems","Taylor & Francis Ltd","","",231,"2018-11-02","Article","10.1080/17517570903502856","1751-7575","",4,1,1,22,31,3.88,10,3,8
30,"PM Wallace, NJ Griffis, DL Bertsch, RC Hartman, DJ Thompson, DA Kniffen, SD Bloom","A systematic search for short-term variability of EGRET sources",2000,"Astrophysical Journal","Iop Publishing Ltd","","",232,"2018-11-02","Article","10.1086/309325","0004-637X","",540,1,184,191,30,1.67,4,7,18
29,"FA Grootjen, TP van der Weide","Conceptual query expansion",2006,"Data & Knowledge Engineering","Elsevier Science Bv","","",233,"2018-11-02","Article","10.1016/j.datak.2005.03.006","0169-023X","",56,2,174,193,29,2.42,15,2,12
28,"BM Fonseca, PB Golgher, ES de Moura, N Ziviani","Using association rules to discover search engines related queries",2003,"First Latin American Web Congress, Proceedings","Ieee Computer Soc","","",234,"2018-11-02","Proceedings Paper","10.1109/LAWEB.2003.1250284","","",,,66,71,28,1.87,7,4,15
30,"Xiang-Yang Li, Taeho Jung","Search Me If You Can: Privacy-preserving Location Query Service",2013,"2013 Proceedings Ieee Infocom","Ieee","","",235,"2018-11-02","Proceedings Paper","","0743-166X","",,,2760,2768,30,6.00,15,2,5
30,"Bogdan Dit, Latifa Guerrouj, Denys Poshyvanyk, Giuliano Antoniol","Can Better Identifier Splitting Techniques Help Feature Location?",2011,"2011 Ieee 19th International Conference On Program Comprehension (Icpc)","Ieee","","",236,"2018-11-02","Proceedings Paper","10.1109/ICPC.2011.47","1063-6897","",,,11,20,30,4.29,8,4,7
30,"Diane Kelly, Karl Gyllstrom, Earl W. Bailey","A Comparison of Query and Term Suggestion Features for Interactive Searching",2009,"Proceedings 32nd Annual International Acm Sigir Conference On Research And Development In Information Retrieval","Assoc Computing Machinery","","",237,"2018-11-02","Proceedings Paper","10.1145/1571941.1572006","","",,,371,378,30,3.33,10,3,9
30,"Brendan Cleary, Chris Exton, Jim Buckley, Michael English","An empirical analysis of information retrieval based concept location techniques in software comprehension",2009,"Empirical Software Engineering","Springer","","",238,"2018-11-02","Article","10.1007/s10664-008-9095-3","1382-3256","",14,1,93,130,30,3.33,8,4,9
28,"Roger B. Dannenberg, William P. Birmingham, Bryan Pardo, Ning Hu, Colin Meek, George Tzanetakis","A comparative evaluation of search techniques for query-by-humming using the MUSART testbed",2007,"Journal Of The American Society For Information Science And Technology","Wiley-Blackwell","","",239,"2018-11-02","Article","10.1002/asi.20532","1532-2882","",58,5,687,701,28,2.55,5,6,11
24,"Geoffrey F. Woodman, Marvin M. Chun","The role of working memory and long-term memory in visual search",2006,"Visual Cognition","Psychology Press","","",240,"2018-11-02","Article","10.1080/13506280500197397","1350-6285","",14,4,808,830,24,2.00,12,2,12
28,"J Bar-Ilan, T Gutman","How do search engines respond to some non-English queries?",2005,"Journal Of Information Science","Sage Publications Ltd","","",241,"2018-11-02","Article","10.1177/0165551505049255","0165-5515","",31,1,13,28,28,2.15,14,2,13
27,"Thomas Dimpfl, Stephan Jank","Can Internet Search Queries Help to Predict Stock Market Volatility?",2016,"European Financial Management","Wiley-Blackwell","","",242,"2018-11-02","Article","10.1111/eufm.12058","1354-7798","",22,2,171,192,27,13.50,14,2,2
29,"Yalin Ke, Kathryn T. Stolee, Claire Le Goues, Yuriy Brun","Repairing Programs with Semantic Code Search",2015,"2015 30th Ieee/Acm International Conference On Automated Software Engineering (Ase)","Ieee","","",243,"2018-11-02","Proceedings Paper","10.1109/ASE.2015.60","1527-1366","",,,295,306,29,9.67,7,4,3
29,"Giorgos Tolias, Herve Jegou","Visual query expansion with or without geometry: Refining local descriptors by feature aggregation",2014,"Pattern Recognition","Elsevier Sci Ltd","","",244,"2018-11-02","Article","10.1016/j.patcog.2014.04.007","0031-3203","",47,10,3466,3476,29,7.25,15,2,4
29,"Ferran Llopis Roca, Antoni Juan Pastor, Carles Ferre Losa, Francisco Javier Martin Sanchez, Pere Llorens Soriano, Gonzalo Sempere Montes, Carmen Navarro Bustos, Mikel Martinez Ortiz De Zarate","Register of short-stay units in Spain, the REGICE Project, study 1: location, organizational features, and staffing",2014,"Emergencias","Sanidad Ediciones","","",245,"2018-11-02","Article","","1137-6821","",26,1,57,60,29,7.25,4,8,4
29,"Jason J. Jung","Cross-lingual query expansion in multilingual folksonomies: A case study on Flickr",2013,"Knowledge-Based Systems","Elsevier Science Bv","","",246,"2018-11-02","Article","10.1016/j.knosys.2013.01.016","0950-7051","",42,,60,67,29,5.80,29,1,5
29,"Zuo-Min Tsai, Pei-Hung Jau, Nai-Chung Kuo, Jui-Chi Kao, Kun-You Lin, Fan-Ren Chang, En-Cheng Yang, Huei Wang","A High-Range-Accuracy and High-Sensitivity Harmonic Radar Using Pulse Pseudorandom Code for Bee Searching",2013,"Ieee Transactions On Microwave Theory And Techniques","Ieee-Inst Electrical Electronics Engineers Inc","","",247,"2018-11-02","Article","10.1109/TMTT.2012.2230020","0018-9480","",61,1,666,675,29,5.80,4,8,5
29,"Kaori Sugiki, Yasushi Narushima, Hiroshi Yabe","Globally Convergent Three-Term Conjugate Gradient Methods that Use Secant Conditions and Generate Descent Search Directions for Unconstrained Optimization",2012,"Journal Of Optimization Theory And Applications","Springer/Plenum Publishers","","",248,"2018-11-02","Article","10.1007/s10957-011-9960-x","0022-3239","",153,3,733,757,29,4.83,10,3,6
28,"J Dziembowska-Kowalska, RH Funck","Cultural activities as a location factor in European competition between regions: Concepts and some evidence",2000,"Annals Of Regional Science","Springer","","",249,"2018-11-02","Article","10.1007/s001680050123","0570-1864","",34,1,1,12,28,1.56,14,2,18
27,"Geoffrey W. Diehl, Olivia J. Hon, Stefan Leutgeb, Jill K. Leutgeb","Grid and Nongrid Cells in Medial Entorhinal Cortex Represent Spatial Location and Environmental Features with Complementary Coding Schemes",2017,"Neuron","Cell Press","","",250,"2018-11-02","Article","10.1016/j.neuron.2017.03.004","0896-6273","",94,1,83,,27,27.00,7,4,1
28,"Stephen W. Thomas, Meiyappan Nagappan, Dorothea Blostein, Ahmed E. Hassan","The Impact of Classifier Configuration and Classifier Combination on Bug Localization",2013,"Ieee Transactions On Software Engineering","Ieee Computer Soc","","",251,"2018-11-02","Article","10.1109/TSE.2013.27","0098-5589","",39,10,1427,1443,28,5.60,7,4,5
28,"Luis Pedro Coelho, Joshua D. Kangas, Armaghan W. Naik, Elvira Osuna-Highley, Estelle Glory-Afshar, Margaret Fuhrman, Ramanuja Simha, Peter B. Berget, Jonathan W. Jarvik, Robert F. Murphy","Determining the subcellular location of new proteins from microscope images using local features",2013,"Bioinformatics","Oxford Univ Press","","",252,"2018-11-02","Article","10.1093/bioinformatics/btt392","1367-4803","",29,18,2343,2349,28,5.60,3,10,5
26,"Hsiang-Cheh Huang, Shu-Chuan Chu, Jeng-Shyang Pan, Chun-Yen Huang, Bin-Yih Liao","Tabu search based multi-watermarks embedding algorithm with multiple description coding",2011,"Information Sciences","Elsevier Science Inc","","",253,"2018-11-02","Article","10.1016/j.ins.2011.04.007","0020-0255","",181,16,3379,3396,26,3.71,5,5,7
24,"R Mandala, T Tokunaga, H Tanaka","Query expansion using heterogeneous thesauri",2000,"Information Processing & Management","Pergamon-Elsevier Science Ltd","","",254,"2018-11-02","Article","10.1016/S0306-4573(99)00068-0","0306-4573","",36,3,361,378,24,1.33,8,3,18
28,"S. Bocher, R. L. Skov, M. A. Knudsen, L. Guardabassi, K. Molbak, P. Schouenborg, M. Sorum, H. Westh","The search and destroy strategy prevents spread and long-term carriage of methicillin-resistant Staphylococcus aureus: results from the follow-up screening of a large ST22 (E-MRSA 15) outbreak in Denmark",2010,"Clinical Microbiology And Infection","Wiley-Blackwell","","",255,"2018-11-02","Article","10.1111/j.1469-0691.2010.03137.x","1198-743X","",16,9,1427,1434,28,3.50,4,8,8
28,"Lina Uzsilaityte, Vytautas Martinaitis","SEARCH FOR OPTIMAL SOLUTION OF PUBLIC BUILDING RENOVATION IN TERMS OF LIFE CYCLE",2010,"Journal Of Environmental Engineering And Landscape Management","Vilnius Gediminas Tech Univ","","",256,"2018-11-02","Article","10.3846/jeelm.2010.12","1648-6897","",18,2,102,110,28,3.50,14,2,8
28,"Yudong Cai, Jianfeng He, Xinlei Li, Kaiyan Feng, Lin Lu, Kairui Feng, Xiangyin Kong, Wencong Lu","Prediction of Protein Subcellular Locations with Feature Selection and Analysis",2010,"Protein And Peptide Letters","Bentham Science Publ Ltd","","",257,"2018-11-02","Article","10.2174/092986610790963654","0929-8665","",17,4,464,472,28,3.50,4,8,8
23,"J Bar-Ilan","On the overlap, the precision and estimated recall of search engines, a case study of the query ""Erdos""",1998,"Scientometrics","Elsevier Science Bv","","",258,"2018-11-02","Article","10.1007/BF02458356","0138-9130","",42,2,207,228,23,1.15,23,1,20
27,"Samir Abdou, Jacques Savoy","Searching in MEDLINE: Query expansion and manual indexing evaluation",2008,"Information Processing & Management","Pergamon-Elsevier Science Ltd","","",259,"2018-11-02","Article","10.1016/j.ipm.2007.03.013","0306-4573","",44,2,781,789,27,2.70,14,2,10
26,"Thang Trung Nguyen, Dieu Ngoc Vo","Modified cuckoo search algorithm for short-term hydrothermal scheduling",2015,"International Journal Of Electrical Power & Energy Systems","Elsevier Sci Ltd","","",260,"2018-11-02","Article","10.1016/j.ijepes.2014.10.004","0142-0615","",65,,271,281,26,8.67,13,2,3
27,"Aymeric Fouquier d'Herouel, Francoise Wessner, David Halpern, Joseph Ly-Vu, Sean P. Kennedy, Pascale Serror, Erik Aurell, Francis Repoila","A simple and efficient method to search for selected primary transcripts: non-coding and antisense RNAs in the human pathogen Enterococcus faecalis",2011,"Nucleic Acids Research","Oxford Univ Press","","",261,"2018-11-02","Article","10.1093/nar/gkr012","0305-1048","",39,7,,,27,3.86,3,8,7
26,"O Vechtomova, S Robertson, S Jones","Query expansion with long-span collocates",2003,"Information Retrieval","Kluwer Academic Publ","","",262,"2018-11-02","Article","10.1023/A:1023936321956","1386-4564","",6,2,251,273,26,1.73,9,3,15
25,"J Pratt, AD Castel","Responding to feature or location: a re-examination of inhibition of return and facilitation of return",2001,"Vision Research","Pergamon-Elsevier Science Ltd","","",263,"2018-11-02","Article","10.1016/S0042-6989(01)00238-3","0042-6989","",41,28,3903,3908,25,1.47,13,2,17
27,"CR Nwosu, KS Khan, PFW Chien","A two-term MEDLINE search strategy for identifying randomized trials in obstetrics and gynecology",1998,"Obstetrics And Gynecology","Elsevier Science Inc","","",264,"2018-11-02","Article","10.1016/S0029-7844(97)00703-5","0029-7844","",91,4,618,622,27,1.35,9,3,20
27,"R Mandala, T Tokunaga, H Tanaka","Combining multiple evidence from different types of thesaurus for query expansion",1999,"Sigir'99: Proceedings Of 22nd International Conference On Research And Development In Information Retrieval","Assoc Computing Machinery","","",265,"2018-11-02","Proceedings Paper","","","",,,191,197,27,1.42,9,3,19
27,"Asifullah Khan, Abdul Majid, Tae-Sun Choi","Predicting protein subcellular location: exploiting amino acid based sequence of feature spaces and fusion of diverse classifiers",2010,"Amino Acids","Springer","","",266,"2018-11-02","Article","10.1007/s00726-009-0238-7","0939-4451","",38,1,347,350,27,3.38,9,3,8
27,"Pasquale De Meo, Giovanni Quattrone, Domenico Ursino","A query expansion and user profile enrichment approach to improve the performance of recommender systems operating on a folksonomy",2010,"User Modeling And User-Adapted Interaction","Springer","","",267,"2018-11-02","Article","10.1007/s11257-010-9072-6","0924-1868","",20,1,41,86,27,3.38,9,3,8
26,"David Thomas Murphy, Alan D. Brandon, Vinciane Debaille, Ray Burgess, Chris Ballentine","In search of a hidden long-term isolated sub-chondritic Nd-142/Nd-144 reservoir in the deep mantle: Implications for the Nd isotope systematics of the Earth",2010,"Geochimica Et Cosmochimica Acta","Pergamon-Elsevier Science Ltd","","",268,"2018-11-02","Article","10.1016/j.gca.2009.10.005","0016-7037","",74,2,738,750,26,3.25,5,5,8
26,"Michael Chertkov, Mikhail G. Stepanov","An efficient pseudocodeword search algorithm for linear programming decoding of LDPC codes",2008,"Ieee Transactions On Information Theory","Ieee-Inst Electrical Electronics Engineers Inc","","",269,"2018-11-02","Article","10.1109/TIT.2008.917682","0018-9448","",54,4,1514,1520,26,2.60,13,2,10
19,"YJ Chang, I Ounis, M Kim","Query reformulation using automatically generated query concepts from a document space",2006,"Information Processing & Management","Pergamon-Elsevier Science Ltd","","",270,"2018-11-02","Article","10.1016/j.ipm.2005.03.025","0306-4573","",42,2,453,468,19,1.58,6,3,12
25,"W Zhao, L Zhang, Y Liu, JS Sun, FQ Yang","SNIAFL: Towards a static non-interactive approach to feature location",2004,"Icse 2004: 26th International Conference On Software Engineering, Proceedings","Ieee Computer Soc","","",271,"2018-11-02","Proceedings Paper","10.1109/ICSE.2004.1317452","0270-5257","",,,293,303,25,1.79,5,5,14
26,"S. Hr. Aghay Kaboli, J. Selvaraj, N. A. Rahim","Long-term electric energy consumption forecasting via artificial cooperative search algorithm",2016,"Energy","Pergamon-Elsevier Science Ltd","","",272,"2018-11-02","Article","10.1016/j.energy.2016.09.015","0360-5442","",115,,857,871,26,13.00,9,3,2
26,"Judith L. Bader, Mary Frances Theofanos","Searching for Cancer Information on the Internet: Analyzing Natural Language Search Queries",2003,"Journal Of Medical Internet Research","Jmir Publications, Inc","","",273,"2018-11-02","Article","10.2196/jmir.5.4.e31","1438-8871","",5,4,,,26,1.73,13,2,15
26,"Chu-Pan Wong, Yingfei Xiong, Hongyu Zhang, Dan Hao, Lu Zhang, Hong Mei","Boosting Bug-Report-Oriented Fault Localization with Segmentation and Stack-Trace Analysis",2014,"2014 Ieee International Conference On Software Maintenance And Evolution (Icsme)","Ieee Computer Soc","","",274,"2018-11-02","Proceedings Paper","10.1109/ICSME.2014.40","1063-6773","",,,181,190,26,6.50,4,6,4
25,"Maoz Shamir","Emerging principles of population coding: in search for the neural code",2014,"Current Opinion In Neurobiology","Current Biology Ltd","","",275,"2018-11-02","Review","10.1016/j.conb.2014.01.002","0959-4388","",25,,140,148,25,6.25,25,1,4
24,"A. A. Yusuff, A. A. Jimoh, J. L. Munda","Fault location in transmission lines based on stationary wavelet transform, determinant function feature and support vector regression",2014,"Electric Power Systems Research","Elsevier Science Sa","","",276,"2018-11-02","Article","10.1016/j.epsr.2014.01.002","0378-7796","",110,,73,83,24,6.00,8,3,4
22,"YF Chen, Y Demir, A Valujskikh, PS Heeger","Antigen location contributes to the pathological features of a transplanted heart graft",2004,"American Journal Of Pathology","Amer Soc Investigative Pathology, Inc","","",277,"2018-11-02","Article","10.1016/S0002-9440(10)63227-0","0002-9440","",164,4,1407,1415,22,1.57,6,4,14
25,"David Sanchez, Jordi Castella-Roca, Alexandre Viejo","Knowledge-based scheme to create privacy-preserving but semantically-related queries for web search engines",2013,"Information Sciences","Elsevier Science Inc","","",278,"2018-11-02","Article","10.1016/j.ins.2012.06.025","0020-0255","",218,,17,30,25,5.00,8,3,5
26,"Sushil Krishna Bajracharya, Cristina Videira Lopes","Analyzing and mining a code search engine usage log",2012,"Empirical Software Engineering","Springer","","",279,"2018-11-02","Article","10.1007/s10664-010-9144-6","1382-3256","",17,4,424,466,26,4.33,13,2,6
26,"W Ogryczak, M Zawadzki","Conditional median: A parametric solution concept for location problems",2002,"Annals Of Operations Research","Kluwer Academic Publ","","",280,"2018-11-02","Article","10.1023/A:1020723818980","0254-5330","",110,1,167,181,26,1.63,13,2,16
26,"K Jarvelin, J Kekalainen, T Niemi","ExpansionTool: Concept-based query expansion and construction",2001,"Information Retrieval","Kluwer Academic Publ","","",281,"2018-11-02","Article","10.1023/A:1011998222190","1386-4564","",4,3,231,255,26,1.53,9,3,17
25,"Olga Vechtomova, Ying Wang","A study of the effect of term proximity on query expansion",2006,"Journal Of Information Science","Sage Publications Ltd","","",282,"2018-11-02","Article","10.1177/0165551506065787","0165-5515","",32,4,324,333,25,2.08,13,2,12
24,"E Matricciani, C Riva","The search for the most reliable long-term rain attenuation CDF of a slant path and the impact on prediction models",2005,"Ieee Transactions On Antennas And Propagation","Ieee-Inst Electrical Electronics Engineers Inc","","",283,"2018-11-02","Article","10.1109/TAP.2005.854539","0018-926X","",53,9,3075,3079,24,1.85,12,2,13
24,"Tien-Duy B. Le, Richard J. Oentaryo, David Lo","Information Retrieval and Spectrum Based Bug Localization: Better Together",2015,"2015 10th Joint Meeting Of The European Software Engineering Conference And The Acm Sigsoft Symposium On The Foundations Of Software Engineering (Esec/Fse 2015) Proceedings","Assoc Computing Machinery","","",284,"2018-11-02","Proceedings Paper","10.1145/2786805.2786880","","",,,579,590,24,8.00,8,3,3
24,"E Pennisi","Searching for the genome's second code",2004,"Science","Amer Assoc Advancement Science","","",285,"2018-11-02","News Item","10.1126/science.306.5696.632","0036-8075","",306,5696,632,635,24,1.71,24,1,14
25,"M Chiani, A Conti, V Tralli","Further results on convolutional code search for block-fading channels",2004,"Ieee Transactions On Information Theory","Ieee-Inst Electrical Electronics Engineers Inc","","",286,"2018-11-02","Article","10.1109/TIT.2004.828106","0018-9448","",50,6,1312,1318,25,1.79,8,3,14
25,"Zhen Liu, Houqiang Li, Liyan Zhang, Wengang Zhou, Qi Tian","Cross-Indexing of Binary SIFT Codes for Large-Scale Image Search",2014,"Ieee Transactions On Image Processing","Ieee-Inst Electrical Electronics Engineers Inc","","",287,"2018-11-02","Article","10.1109/TIP.2014.2312283","1057-7149","",23,5,2047,2057,25,6.25,5,5,4
25,"Iis P. Tussyadiah","A CONCEPT OF LOCATION-BASED SOCIAL NETWORK MARKETING",2012,"Journal Of Travel & Tourism Marketing","Routledge Journals, Taylor & Francis Ltd","","",288,"2018-11-02","Article","10.1080/10548408.2012.666168","1054-8408","",29,3,205,220,25,4.17,25,1,6
25,"G. Levai, J. M. Arias","Search for critical-point nuclei in terms of the sextic oscillator",2010,"Physical Review C","Amer Physical Soc","","",289,"2018-11-02","Article","10.1103/PhysRevC.81.044304","2469-9985","",81,4,,,25,3.13,13,2,8
25,"Barbara Petrongolo","The long-term effects of job search requirements: Evidence from the UK JSA reform",2009,"Journal Of Public Economics","Elsevier Science Sa","","",290,"2018-11-02","Article","10.1016/j.jpubeco.2009.09.001","0047-2727","",93,11,1234,1253,25,2.78,25,1,9
23,"Yuhong V. Jiang, Tal Makovski, Won Mok Shim","Visual memory for features, conjunctions, objects, and locations",2009,"Visual World In Memory","Psychology Press","","",291,"2018-11-02","Article","","","",,,33,65,23,2.56,8,3,9
24,"Ruihua Song, Zhenxiao Luo, Jian-Yun Nie, Yong Yu, Hsiao-Wuen Hon","Identification of ambiguous queries in web search",2009,"Information Processing & Management","Elsevier Sci Ltd","","",292,"2018-11-02","Article","10.1016/j.ipm.2008.09.005","0306-4573","",45,2,216,229,24,2.67,5,5,9
25,"Monika Kastner, Nancy L. Wilczynski, Ann K. McKibbon, Amit X. Garg, R. Brian Haynes","Diagnostic test systematic reviews: Bibliographic search filters (""Clinical Queries"") for diagnostic accuracy studies perform well",2009,"Journal Of Clinical Epidemiology","Elsevier Science Inc","","",293,"2018-11-02","Article","10.1016/j.jclinepi.2008.11.006","0895-4356","",62,9,974,981,25,2.78,5,5,9
23,"E. Katodritou, V. Gastari, E. Verrou, C. Hadjiaggelidou, M. Varthaliti, S. Georgiadou, K. Laschos, P. Xirou, E. Yiannaki, N. Constantinou, D. Markala, K. Zervas","Extramedullary (EMP) relapse in unusual locations in multiple myeloma: Is there an association with precedent thalidomide administration and a correlation of special biological features with treatment and outcome?",2009,"Leukemia Research","Pergamon-Elsevier Science Ltd","","",294,"2018-11-02","Article","10.1016/j.leukres.2009.01.036","0145-2126","",33,8,1137,1140,23,2.56,2,12,9
