Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Optimizing graph queries with graph joins and Sprinkle SPARQL,E. L. Goodman; E. Jimenez; C. Joslyn; D. Haglin; S. Al-Saffar; D. Grunwald,"Sandia National Laboratories, Albuquerque, NM, USA; Sandia National Laboratories, Albuquerque, NM, USA; Pacific Northwest National Laboratory, Richland, WA, USA; Pacific Northwest National Laboratory, Richland, WA, USA; Semantic Scale LLC, Tampa, FL, USA; University of Colorado, Boulder, USA",2014 IEEE International Conference on Big Data (Big Data),,2014,,,17,24,,,,10.1109/BigData.2014.7004463,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7004463,,Arrays;Resource description framework;Indexes;Dictionaries;Educational institutions;Throughput,Big Data;graph theory;query processing;sparse matrices,graph query optimization;graph joins;Sprinkle SPARQL;Big Data problems;sparse graphs;relational tables;graph-based physical representations;sparse matrices;compressed sparse row format;CSR format;graph-oriented data modelling;optimal join strategies;variable binding pruning;linear-time set intersections;optimal execution path;CSR data structure;LUBM(8000);R-MAT graph;Graph500 parameters,,,,,,,,,,IEEE,IEEE Conferences
Efficient Sub-Window Nearest Neighbor Search on Matrix,T. N. Chan; M. L. Yiu; K. A. Hua,"Department of Computing, Hong Kong Polytechnic University, Hong Kong, Hung Hom, Kowloon; Department of Computing, Hong Kong Polytechnic University, Hong Kong, Hung Hom, Kowloon; College of Engineering & Computer Science, University of Central Florida, Orlando, FL",IEEE Transactions on Knowledge and Data Engineering,,2017,29,4,784,797,,,,10.1109/TKDE.2016.2633357,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7776935,Nearest neighbor;similarity search,Search problems;Upper bound;Nearest neighbor searches;Satellites;Clouds;Shape;Junctions,matrix algebra;query processing;search problems,sub-window nearest neighbor search efficiency;element values;data matrix;query matrix;geospatial data integration;object detection;motion estimation;progressive search solution;generic approach;level-based lower bound functions;basic lower bound functions;irregular-shaped queries,,,,,,,,,,IEEE,IEEE Journals & Magazines
On Optimal Evaluation of Preference Queries,J. Sun,"Faculty of Graduate School of Computer and Information Sciences, Nova Southeastern University, Fort Lauderdale, FL 33314, USA. jps@nsu.nova.edu","2006 IEEE International Conference on Systems, Man and Cybernetics",,2006,3,,2665,2671,,,,10.1109/ICSMC.2006.385266,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4274272,,Costs;Sorting;Sun;Information systems;Clustering algorithms;Computational fluid dynamics;Cybernetics;Algebra;Relational databases;Information filtering,information systems;query processing;relational algebra;SQL,preference queries;relational algebra;SQL;databases;World Wide Web information systems;semantic techniques,,,,,,,,,,IEEE,IEEE Conferences
An efficient query platform for streaming and dynamic natural graphs,M. S. Kumarage; Y. Horawalavithana; D. N. Ranasinghe,"University of Colombo School of Computing Colombo, Sri Lanka; University of South Florida, Tampa, FL, USA; University of Colombo School of Computing Colombo, Sri Lanka",2017 IEEE International Conference on Industrial and Information Systems (ICIIS),,2017,,,1,6,,,,10.1109/ICIINFS.2017.8300418,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8300418,streaming;analytics;graph summarization;TCM sketching,Real-time systems;Web pages;Electronic mail;Estimation;Crawlers;Buildings;Measurement,data analysis;graph theory;mathematics computing;query processing,graph summarization;TCM sketching;Average Relative Error;Effective Queries;streaming graphs;TCM model;automatic sketch creation;query combinations;query framework;dynamic natural graphs;massive scale data streaming;time bounds;query efficiency;sketch creation policies;query platform,,,,,,,,,,IEEE,IEEE Conferences
Keyword proximity search in XML trees,V. Hristidis; N. Koudas; Y. Papakonstantinou; Divesh Srivastava,"Sch. of Comput. & Inf. Sci., Florida Int. Univ., Miami, FL, USA; NA; NA; NA",IEEE Transactions on Knowledge and Data Engineering,,2006,18,4,525,539,,,,10.1109/TKDE.2006.1599390,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1599390,Lowest common ancestor;tree proximity search;XML keyword search.,XML;Joining processes;Databases;Performance evaluation;Speech;Algorithm design and analysis;Keyword search;Displays,XML;query processing;tree searching;tree data structures,XML keyword proximity query search;XML labeled trees;XML document querying;text document querying;XML query keywords;minimum connecting trees;MCT;XML database;lowest common ancestor;tree proximity search,,,,,,,,,,IEEE,IEEE Journals & Magazines
Having a BLAST: analyzing gene sequence data with BlastQuest,W. G. Farmerie; J. Hammer; Li Liu; M. Schneider,"Florida Univ., Gainesville, FL, USA; NA; NA; NA","14th International Workshop on Database and Expert Systems Applications, 2003. Proceedings.",,2003,,,37,41,,,,10.1109/DEXA.2003.1231995,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1231995,,Data analysis;Sequences;Biology computing;DNA;Relational databases;Biotechnology;Data visualization;Filters;Project management;Information science,genetics;query processing;data analysis;data visualisation;relational databases;biology computing;sequences;Internet;user interfaces,BLAST;gene sequence data;BlastQuest;database technology;user-driven tool;Web-enabled query;visualization facilities;relational database;build-in analysis operations,,,,,,,,,,IEEE,IEEE Conferences
Itemset trees for targeted association querying,M. Kubat; A. Hafez; V. V. Raghavan; J. R. Lekkala; Wei Kian Chen,"Dept. of Electr. & Comput. Eng., Miami Univ., Coral Gables, FL, USA; NA; NA; NA; NA",IEEE Transactions on Knowledge and Data Engineering,,2003,15,6,1522,1534,,,,10.1109/TKDE.2003.1245290,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1245290,,Itemsets;Dairy products;Transaction databases;Web pages;Distributed databases;Algorithm design and analysis;Software libraries;Counting circuits;Acceleration,query processing;tree data structures;data mining;computational complexity;retail data processing,targeted association querying;association mining techniques;frequently co-occurring item searching;market-basket data;business-oriented rules;targeted queries;customer buying habits;itemset tree;market-basket database;space requirements;time requirements,,,,,,,,,,IEEE,IEEE Journals & Magazines
Active Learning with Generalized Queries,J. Du; C. X. Ling,NA; NA,2009 Ninth IEEE International Conference on Data Mining,,2009,,,120,128,,,,10.1109/ICDM.2009.71,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5360237,active learning;generalized queries;supervised learning,Osteoarthritis;Pain;Buildings;Knee;Humans,learning (artificial intelligence);query formulation,generalized queries;active learning;labeled examples;don't-care attributes;probabilistic labels;learning algorithm,,,,,,,,,,IEEE,IEEE Conferences
Measuring Similarity of Web Services Based on WSDL,F. Liu; Y. Shi; J. Yu; T. Wang; J. Wu,NA; NA; NA; NA; NA,2010 IEEE International Conference on Web Services,,2010,,,155,162,,,,10.1109/ICWS.2010.67,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5552789,web service;similarity,Semantics;Bipartite graph;Web services;Weight measurement;Films;Web pages,pattern classification;query formulation;Web services,Web services;WSDL;similarity metric;service searching;service classification;service querying,,,,,,,,,,IEEE,IEEE Conferences
TubeTagger - YouTube-based Concept Detection,A. Ulges; M. Koch; D. Borth; T. M. Breuel,NA; NA; NA; NA,2009 IEEE International Conference on Data Mining Workshops,,2009,,,190,195,,,,10.1109/ICDMW.2009.41,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5360505,,YouTube;Detectors;Indexing;Large-scale systems;Data mining;Information retrieval;Focusing;Image databases;Training data;Vocabulary,content management;content-based retrieval;data mining;Internet;query formulation;search engines;social networking (online),TubeTagger;YouTube based concept detection;concept based video retrieval system;Web video;visual learning;YouTube clips;semantic learning;text based video search;YouTube content large scale dataset;Web based concept detection,,,,,,,,,,IEEE,IEEE Conferences
Automatic selection and combination of descriptors for effective 3D similarity search,B. Bustos; D. Keim; D. Saupe; T. Schreck; D. Vranic,"Dept. of Comput. & Inf. Sci., Konstanz Univ., Germany; Dept. of Comput. & Inf. Sci., Konstanz Univ., Germany; Dept. of Comput. & Inf. Sci., Konstanz Univ., Germany; Dept. of Comput. & Inf. Sci., Konstanz Univ., Germany; Dept. of Comput. & Inf. Sci., Konstanz Univ., Germany",IEEE Sixth International Symposium on Multimedia Software Engineering,,2004,,,514,521,,,,10.1109/MMSE.2004.32,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1376702,3D objects;information retrieval;query by content;effectiveness;feature selection,Information retrieval;Content based retrieval;Manufacturing industries;Spatial databases;Multimedia databases;Geometry;Solid modeling;Information science;Multimedia systems;Software libraries,query formulation;content-based retrieval;content management;multimedia databases;feature extraction,3D similarity search;3D object repository;information retrieval;query-dependent characteristics;purity selection method;feature vector;content based retrieval,,,,,,,,,,IEEE,IEEE Conferences
On-line search for mobile users,Z. Naor,"Dept. of Math., Phys., & Comput. Sci., Haifa Univ., Israel",Proceedings IEEE 24th Annual Joint Conference of the IEEE Computer and Communications Societies.,,2005,2,,1186,1195 vol. 2,,,,10.1109/INFCOM.2005.1498345,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1498345,,Bandwidth;Land mobile radio cellular systems;Delay;Mathematics;Physics;Computer science;Mobile computing;Approximation algorithms;Heuristic algorithms;Technology management,cellular radio;mobility management (mobile radio);optimisation;approximation theory;query formulation,cellular networks;mobile user search strategy;NP-hard;approximation algorithm;heuristic algorithm;location management;on-line search,,,,,,,,,,IEEE,IEEE Conferences
Java framework for search applications,Jun-jang Jeng; L. Kozakov; S. Lumelsky,"IBM T. J. Watson Res. Center, Yorktown Heights, NY, USA; NA; NA","2003 Symposium on Applications and the Internet, 2003. Proceedings.",,2003,,,136,146,,,,10.1109/SAINT.2003.1183042,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1183042,,Java;Runtime;Application software;Information technology;Kernel;Information retrieval;Information analysis;Automata;Internet;Search engines,Java;query formulation;software architecture;meta data;workflow management software,Java Search Services Framework;JSSF;distributed search centric service components;search applications;architectural characteristics;internal mechanisms;structural elements;event based integration,,,,,,,,,,IEEE,IEEE Conferences
Content-based retrieval using a multi-objective genetic algorithm,Khoa Duc Tran,NA,"Proceedings. IEEE SoutheastCon, 2005.",,2005,,,561,569,,,,10.1109/SECON.2005.1423306,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1423306,,Content based retrieval;Genetic algorithms;Multimedia databases;Information retrieval;Image retrieval;Humans;Image representation;Prototypes;Multimedia systems;Performance evaluation,image retrieval;visual databases;content-based retrieval;image representation;genetic algorithms;multimedia databases;query formulation,content-based retrieval;multi-objective genetic algorithm;multimedia databases;keyword-based approaches;multimedia data;alphanumeric data;multimedia objects;human effort;manual annotation;database evolution;annotation consistency;low-level features;image representation;image texture;image color;geometric distance framework;feature space;similarity;systematic retrieval;exponential search;worst-case performance;query situations;image retrieval;MOGA;trade-off solutions;multiple image representation scheme integration;structural similarity framework;topological relations;directional relations;distance relations;image objects,,,,,,,,,,IEEE,IEEE Conferences
An information retrieval system for the analysis of systematic defects in VLSI,D. L. DeMaris; D. Maynard; S. Zhong,"IBM, Austin, TX, USA; NA; NA",16th IEEE International Conference on Tools with Artificial Intelligence,,2004,,,216,223,,,,10.1109/ICTAI.2004.31,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1374190,,Information retrieval;Information analysis;Very large scale integration;Shape;Manufacturing processes;Pattern recognition;Design engineering;Failure analysis;Optical sensors;Chemical processes,information retrieval systems;VLSI;semiconductor device manufacture;feature extraction;manufacturing processes;query formulation;pattern clustering;data mining,information retrieval system;VLSI;query defect pattern discover;manufacturing process;feature extraction,,,,,,,,,,IEEE,IEEE Conferences
On the need for query-centric unstructured peer-to-peer overlays,W. Acosta; S. Chandra,"University of Notre Dame, IN 46556, USA; University of Notre Dame, IN 46556, USA",2008 IEEE International Symposium on Parallel and Distributed Processing,,2008,,,1,8,,,,10.1109/IPDPS.2008.4536197,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4536197,,Peer to peer computing;Probability distribution;Performance analysis;System performance;Buildings;Data structures;Routing;Floods;Transcoding,peer-to-peer computing;query formulation,hybrid P2P systems;Zipf long tail distribution;Gnutella network;query terms;file annotation terms;performance analysis;object popularity distributions;query popularity distributions;Apple iTunes,,,,,,,,,,IEEE,IEEE Conferences
On fuzzy clustering and content based access to networked video databases,A. Joshi; S. Auephanwiriyakul; R. Krishnapuram,"Dept. of Comput. Sci., Missouri Univ., Columbia, MO, USA; NA; NA",Proceedings Eighth International Workshop on Research Issues in Data Engineering. Continuous-Media Databases and Applications,,1998,,,42,49,,,,10.1109/RIDE.1998.658277,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=658277,,Video on demand;Layout;Databases;Feedback;Telecommunication traffic;Video sequences;Change detection algorithms;Clustering algorithms;Gunshot detection systems;Detection algorithms,fuzzy logic,fuzzy clustering;content based access;networked video databases;video on demand;global information infrastructure;video querying;user interaction;feedback based query refinement;network traffic;video segments;video browsing;video searching;video retrieval;video sequences;representative frames;scene change detection;video segmentation,,,,,,,,,,IEEE,IEEE Conferences
Searching for Sub-images Using Sequence Alignment,T. Homola; V. Dohnal; P. Zezula,NA; NA; NA,2011 IEEE International Symposium on Multimedia,,2011,,,61,68,,,,10.1109/ISM.2011.19,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6123326,image matching;sub-image retrieval;local image features;sequence alignment,Feature extraction;Complexity theory;Image sequences;Indexing;Electronic mail;Noise,content-based retrieval;image retrieval;photography;query formulation;visual databases,sequence alignment;photo archive;photo sharing system;similarity searching;content search;image location;image retrieval;query object;sub-image searching;database image;inverted file;photograph;average mean precision,,,,,,,,,,IEEE,IEEE Conferences
Using social media to study social pheonomena: An example using Twitter data,C. Whitelaw; M. Agrawal; H. R. Rao; O. Oh,"Dept of Information Systems and Decision, Sciences, University of South Florida, Tampa, FL; Dept of Information, Systems and Decision, Sciences, University of South, Florida, Tampa, Florida; Dept of Management, Science and Systems, University of Buffalo, Buffalo, NY; Dept of Decision, Sciences, University of Oregon, Eugene, Oregon",2011 Wireless Telecommunications Symposium (WTS),,2011,,,1,3,,,,10.1109/WTS.2011.5960865,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5960865,Twitter;social;networking,Twitter;Media;Telecommunications;Technological innovation;Finance;Software,application program interfaces;Java;social networking (online),social media;social pheonomena;Twitter data;social networking platform;Java application;service application programming interfaces;spreadsheet software;public response analysis;current events,,,,,,,,,,IEEE,IEEE Conferences
Global integration of visual databases,W. Chang; D. Murthy; A. Zhang; T. F. Syeda-Mahmood,"Dept. of Comput. Sci., State Univ. of New York, Buffalo, NY, USA; NA; NA; NA",Proceedings 14th International Conference on Data Engineering,,1998,,,542,549,,,,10.1109/ICDE.1998.655817,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=655817,,Visual databases;Spatial databases;Metasearch;Management information systems;Internet;Content management;Data mining;Feature extraction;Information retrieval;Feedback,visual databases,global integration;visual databases;user-transparent data access;integrated information system;global visual query access;Internet;metaserver;hierarchical metadatabase;metasearch agent;query manager;abstracted data;visual content-based queries;database semantics;feature content extraction;query processing;feature contents/metadata matching;relevant database site list;performance refinement;user feedback;Java;World Wide Web-based environment,,,,,,,,,,IEEE,IEEE Conferences
Fuzzy set theory in object-oriented databases: a prototype implementation using Versant ODBMS and Visual C++,A. Firat; V. Cross; T. C. Lee,"Dept. of Syst. Anal., Miami Univ., Oxford, OH, USA; NA; NA",1998 Conference of the North American Fuzzy Information Processing Society - NAFIPS (Cat. No.98TH8353),,1998,,,146,150,,,,10.1109/NAFIPS.1998.715553,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=715553,,Fuzzy set theory;Object oriented databases;Prototypes;Fuzzy sets;Relational databases;Object oriented modeling;Fuzzy systems;Database systems;Visual databases;Data models,fuzzy set theory;object-oriented databases;visual languages;object-oriented languages;C language;expert systems;inference mechanisms;uncertainty handling,fuzzy set theory;object-oriented databases;prototype implementation;Versant;Visual C++;fuzzy front-end;fuzzy linguistic terms;object attribute values;query processing;fuzzy predicates;crisp predicates;reasoning;fuzzy attribute-valued objects;FuzzyCLIPS;expert system,,,,,,,,,,IEEE,IEEE Conferences
Feature matching in growing databases,B. R. Pires; J. M. F. Moura,"School of Computer Science, Carnegie Mellon University, USA; Department of ECE, Carnegie Mellon University, USA",2012 19th IEEE International Conference on Image Processing,,2012,,,1913,1916,,,,10.1109/ICIP.2012.6467259,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6467259,Image Registration;Feature Matching;Nearest Neighbor Search;k-d Trees,,image matching;image retrieval;iterative methods;tree data structures;visual databases,feature-based image matching;Iterative k-d tree;feature insertion;information storage;query processing;searched feature update;data structure;Spry algorithm;image databases,,,,,,,,,,IEEE,IEEE Conferences
Fuzzy queries and cross-language ontologies in multilingual document exploitation,V. V. Cross; C. R. Voss,"Dept. of Comput. Sci., North Carolina Univ., Charlotte, NC, USA; NA",Ninth IEEE International Conference on Fuzzy Systems. FUZZ- IEEE 2000 (Cat. No.00CH37063),,2000,2,,641,646 vol.2,,,,10.1109/FUZZY.2000.839068,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=839068,,Ontologies;Fuzzy logic;Model driven engineering;Prototypes;Humans;Laboratories;Engines;Information retrieval;Fuzzy systems;Computer science,language translation;information retrieval systems;query processing;fuzzy set theory;knowledge based systems;data visualisation,cross-language ontolog;multilingual document exploitation;RAVEN;foreign language text document;user-query phase;fuzzy query;graph-based visualization software;fuzzy set theory;knowledge based systems,,,,,,,,,,IEEE,IEEE Conferences
A secure order-preserving indexing scheme for outsourced data,S. S. Moghadam; G. Gavint; J. Darmonti,"Univ Lyon, Lumière, ERIC EA 3083; Univ Lyon, Claude Bernard, ERIC EA 3083; Univ Lyon, Lumière, ERIC EA 3083",2016 IEEE International Carnahan Conference on Security Technology (ICCST),,2016,,,1,7,,,,10.1109/CCST.2016.7815719,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7815719,Cloud computing;Data privacy;Orderpreserving indexing scheme,Encryption;Indexing;Cloud computing;Outsourcing,cloud computing;cryptography;indexing,order-preserving indexing scheme;encrypted data indexing;statistical attacks;query processing;cloud data outsourcing,,,,,,,,,,IEEE,IEEE Conferences
A Big Aurora Data Management Framework Toward Aurora Classification,Y. Wang; H. Zhao; X. Zhang; J. Liang,NA; NA; NA; NA,"2017 IEEE 15th Intl Conf on Dependable, Autonomic and Secure Computing, 15th Intl Conf on Pervasive Intelligence and Computing, 3rd Intl Conf on Big Data Intelligence and Computing and Cyber Science and Technology Congress(DASC/PiCom/DataCom/CyberSciTech)",,2017,,,1284,1287,,,,10.1109/DASC-PICom-DataCom-CyberSciTec.2017.206,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8328550,big aurora data;aurora classification;data management;data service framework,Magnetosphere;Ion radiation effects;Morphology;Servers;Indexes;Data models;Data acquisition,aurora;data acquisition;database management systems;geophysics computing;image classification;magnetosphere;pattern classification;query processing,magnetosphere activity;solar-terrestrial electromagnetic activity;observed aurora data;aurora morphology research;aurora classification analysis;aurora data acquisition;aurora data preprocessing;data query;aurora classification experiment management;Big aurora Data management framework,,,,,,,,,,IEEE,IEEE Conferences
"Flexible, Efficient and Interactive Retrieval for Supporting In-silico Studies of Endobacteria",S. Montani; G. Leonardi; S. Ghignone; L. Lanfranco,NA; NA; NA; NA,2011 IEEE 23rd International Conference on Tools with Artificial Intelligence,,2011,,,17,24,,,,10.1109/ICTAI.2011.12,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6103301,Case-Based Reasoning;Flexible and Interactive Retrieval;Comparative Genomics,Bioinformatics;Genomics;Indexes;Taxonomy;Microorganisms,biology computing;biotechnology;case-based reasoning;data analysis;genomics;interactive systems;microorganisms;query processing,interactive retrieval;arbuscular mycorrhizal fungi;symbiotic endobacteria;biotechnology applications;genomic data analysis;information acquisition;phylogenetic relationships;metabolic functions;case-based retrieval tool;customized comparative genomics search;modular architecture;in-silico genome sequence analysis;BIOBITS project;temporal abstractions;flexible retrieval;multilevel abstractions;taxonomical index structures;interactive queries,,,,,,,,,,IEEE,IEEE Conferences
Privacy Preserving Group Nearest Neighbour Queries in Location-Based Services Using Cryptographic Techniques,Y. Huang; R. Vishwanathan,NA; NA,2010 IEEE Global Telecommunications Conference GLOBECOM 2010,,2010,,,1,5,,,,10.1109/GLOCOM.2010.5683308,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5683308,,Computational modeling;Integrated circuit modeling;Logic gates;Privacy;Wires;Cryptography;Protocols,client-server systems;cryptography;data privacy;mobile computing;query processing;telecommunication security,privacy preserving group nearest neighbour query;location-based service;cryptographic technique;LBS;client-server model;location-based server;multiparty computation,,,,,,,,,,IEEE,IEEE Conferences
The consistency analysis of secondary index on distributed ordered tables,Houliang Qi; Xu Chang; Xingwu Liu; Li Zha,"Key Lab. of Network Data Sci. &amp; Technol., Beijing, China; Key Lab. of Network Data Sci. &amp; Technol., Beijing, China; Inst. of Comput. Technol., Beijing, China; Key Lab. of Network Data Sci. &amp; Technol., Beijing, China",2017 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW),,2017,,,1058,1067,,,,10.1109/IPDPSW.2017.92,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7965155,Secondary Index;Performance;Inconsistency Window;Distributed Databases,Indexing;US Department of Transportation;Google;Synchronization;Writing;Servers,data integrity;database indexing;distributed databases;query processing,distributed ordered tables;consistency analysis;secondary index;multidimensional range query;DOT;query ability improvement;index table;base data table;inconsistency window;sync indexing;async-compact indexing;async-insert indexing;async-simple indexing,,,,,,,,,,IEEE,IEEE Conferences
A special-purpose peer-to-peer file sharing system for mobile ad hoc networks,A. Klemm; C. Lindemann; O. P. Waldhorst,"Dept. of Comput. Sci., Dortmund Univ., Germany; Dept. of Comput. Sci., Dortmund Univ., Germany; Dept. of Comput. Sci., Dortmund Univ., Germany",2003 IEEE 58th Vehicular Technology Conference. VTC 2003-Fall (IEEE Cat. No.03CH37484),,2003,4,,2758,2763 Vol.4,,,,10.1109/VETECF.2003.1286080,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1286080,,Peer to peer computing;Mobile ad hoc networks;Network topology;Routing protocols;IP networks;Computer science;Internet;Wireless networks;Telecommunication traffic;Mobile communication,ad hoc networks;peer-to-peer computing;mobile radio;mobile computing;query processing;transport protocols;Internet;telecommunication network topology;routing protocols;content-based retrieval;telecommunication congestion control,peer-to-peer file sharing system;mobile ad hoc network;query transmission;transfer protocol;file downloading;overhead file transfer path;application layer;optimized routing independent overlay network;search algorithm;matching network topology;ns-2 simulation;wireline Internet;TCP;MANET routing protocol,,,,,,,,,,IEEE,IEEE Conferences
STANlite – A Database Engine for Secure Data Processing at Rack-Scale Level,V. Sartakov; N. Weichbrodt; S. Krieter; T. Leich; R. Kapitza,NA; NA; NA; NA; NA,2018 IEEE International Conference on Cloud Engineering (IC2E),,2018,,,23,33,,,,10.1109/IC2E.2018.00024,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8360309,Memory encryption;database;SGX,Databases;Engines;Data processing;Cryptography;Kernel;Hardware,database management systems;outsourcing;query processing;security of data;SQL;trusted computing,rack-scale environments;STANlite performs efficient user-level paging;database workload;in-memory state size;Remote Direct Memory Access;I/O operations;data management mode;additional performance;trusted computing base;secure data processing;rack-scale level;Intel's novel Software Guard eXtensions;sensitive data processing;external data centers;memory usage;hardware-dependent threshold;substantial performance degradation;memory-intensive workloads;key-value stores;in-memory database engine;MiB result;RDMA;vanilla SGX-based SQLite version;TPC-C;SGX-enabled secure data processing,,,,,,,,,,IEEE,IEEE Conferences
An analysis programming language applied to the double delay problem in aviation,K. Vlachou; R. Sharma; F. Wieland,"Intelligent Automation Inc., Rockville, USA; Intelligent Automation Inc., Rockville, USA; Intelligent Automation Inc., Rockville, USA",2017 IEEE/AIAA 36th Digital Avionics Systems Conference (DASC),,2017,,,1,10,,,,10.1109/DASC.2017.8102127,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8102127,Predictive Query Language;simulation;Air Traffic Flow Management;double delay,Delays;Databases;Atmospheric modeling;Economic indicators;Predictive models;Airports;Analytical models,aerospace computing;aerospace simulation;digital simulation;open systems;programming languages;query languages;query processing;simulation languages,analysis programming language;double delay problem;aviation;simulation interoperability;Predictive Query Language;PQL;predictive analytics systems,,,,,,,,,,IEEE,IEEE Conferences
Efficient algorithms for K-anonymous location privacy in participatory sensing,Khuong Vu; Rong Zheng; Jie Gao,"Department of Computer Science, University of Houston, TX 77204, USA; Department of Computer Science, University of Houston, TX 77204, USA; Department of Computer Science, Stony Brook University, NY 11794, USA",2012 Proceedings IEEE INFOCOM,,2012,,,2399,2407,,,,10.1109/INFCOM.2012.6195629,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6195629,,Data privacy;Algorithm design and analysis;Sensors,data privacy;learning (artificial intelligence);pattern classification;query processing,K-anonymous location privacy;participatory sensing;data reporting;location-dependent information query;locality-sensitive hashing;user location partition;spatial cloak;kNN query;k-nearest neighbor query;computation complexity,,,,,,,,,,IEEE,IEEE Conferences
ReadAid: A Robust and Fully-Automated Readability Assessment Tool,R. Qumsiyeh; Y. Ng,NA; NA,2011 IEEE 23rd International Conference on Tools with Artificial Intelligence,,2011,,,539,546,,,,10.1109/ICTAI.2011.87,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6103377,Readability;Assessment;SVM,Support vector machines;Training;Educational institutions;Vectors;Equations;Syntactics;Mathematical model,computer aided instruction;educational institutions;Internet;query processing;support vector machines;text analysis,ReadAid;robust readability assessment tool;fully-automated readability assessment tool;educational development;text documents;readability level determination;readability analysis technique;support vector machines;US Curriculum and College Board;Web query;authorship;subject areas;academic concepts;grammatical constructions,,,,,,,,,,IEEE,IEEE Conferences
A Market Collaborative Agents-Based Framework for Information Retrieval,D. E. Menacer; N. Guenaoui,NA; NA,2016 International Conference on Collaboration Technologies and Systems (CTS),,2016,,,465,471,,,,10.1109/CTS.2016.0088,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7871026,Agents;Negotiation;Information Retrieval;Market Place,Mobile agents;Quality of service;Indexes;Search engines;Security;Servers,electronic commerce;groupware;information resources;marketing;multi-agent systems;quality of service;query processing;software agents,market collaborative agents;information retrieval;World Wide Web;Web IR systems;query matching;result relevancy;research and development;software agents technology;agents-based market systems;e-commerce applications;B2B applications;quality of service issues;QoS issues;organizational setting,,,,,,,,,,IEEE,IEEE Conferences
A user-friendly framework for database preferences,R. Gheorghiu; A. Labrinidis; P. K. Chrysanthis,"University of Pittsburgh, USA; University of Pittsburgh, USA; University of Pittsburgh, USA","10th IEEE International Conference on Collaborative Computing: Networking, Applications and Worksharing",,2014,,,205,214,,,,10.4108/icst.collaboratecom.2014.257659,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7014566,,Databases;Scalability;Semantics;Collaboration;Educational institutions;Electronic mail;Prototypes,human computer interaction;query processing,user-friendly framework;database preferences;data drives;query personalization;data scalability;user-friendly manner;TA algorithm,,,,,,,,,,IEEE,IEEE Conferences
WSExpress: A QoS-aware Search Engine for Web Services,Y. Zhang; Z. Zheng; M. R. Lyu,NA; NA; NA,2010 IEEE International Conference on Web Services,,2010,,,91,98,,,,10.1109/ICWS.2010.20,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5552797,,Web services;Quality of service;Search engines;Frequency measurement;Time factors;Availability,Java;quality of service;query processing;search engines;Web services,WSExpress;QoS aware search engine;Web services;users queries;Java language,,,,,,,,,,IEEE,IEEE Conferences
